"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","sig"
"HSPA1A",1.44701376942487e-284,3.58659455384129,0.847,0.254,2.0386976997427e-280,"Upregulated in Activated Stressed NK"
"DNAJB1",1.84892913410034e-275,2.95204430898207,0.876,0.352,2.60495625703396e-271,"Upregulated in Activated Stressed NK"
"HSPA1B",1.49637212056733e-266,3.49182911245422,0.754,0.16,2.1082386806673e-262,"Upregulated in Activated Stressed NK"
"FGFBP2",2.56929811066804e-258,-3.68471203722213,0.114,0.788,3.6198841081202e-254,"Upregulated in Mature Cytotoxic NK"
"JUN",1.45799882129788e-235,2.48572107203398,0.895,0.42,2.05417453932659e-231,"Upregulated in Activated Stressed NK"
"HSP90AA1",2.96063847046249e-175,1.94166501283286,0.956,0.803,4.17124354103461e-171,"Upregulated in Activated Stressed NK"
"FCGR3A",2.1020840686096e-170,-2.606144245944,0.187,0.704,2.96162624426407e-166,"Upregulated in Mature Cytotoxic NK"
"CST7",7.18355831777123e-164,-1.44867055410291,0.675,0.92,1.01209153139079e-159,"Upregulated in Mature Cytotoxic NK"
"GZMH",8.76205548958839e-162,-1.81034651598526,0.392,0.84,1.23448599792811e-157,"Upregulated in Mature Cytotoxic NK"
"NKG7",1.75132235902197e-160,-0.933964789431551,0.938,0.993,2.46743807162605e-156,"NS"
"PRF1",1.60302953833995e-153,-1.61119965645819,0.512,0.868,2.25850831656715e-149,"Upregulated in Mature Cytotoxic NK"
"DUSP1",1.08410008142396e-145,1.81497610813733,0.854,0.55,1.52738860471822e-141,"Upregulated in Activated Stressed NK"
"DNAJA1",8.40406656034975e-139,2.13064611078092,0.78,0.453,1.18404893768768e-134,"Upregulated in Activated Stressed NK"
"GZMB",1.86802695057624e-138,-1.12151827161277,0.67,0.948,2.63186317066687e-134,"Upregulated in Mature Cytotoxic NK"
"JUNB",1.0635534246712e-135,1.79202961833629,0.886,0.671,1.49844042001925e-131,"Upregulated in Activated Stressed NK"
"FOSB",1.09149339324745e-135,2.24194123006262,0.711,0.334,1.53780504174633e-131,"Upregulated in Activated Stressed NK"
"HSP90AB1",4.25129154461081e-135,1.7865781348517,0.846,0.551,5.98964465720217e-131,"Upregulated in Activated Stressed NK"
"FOS",3.36523724865374e-132,1.8891997019398,0.844,0.544,4.74128275962825e-128,"Upregulated in Activated Stressed NK"
"SPON2",7.04273386969857e-131,-3.32472493228911,0.117,0.555,9.92250774901831e-127,"Upregulated in Mature Cytotoxic NK"
"PPP1R15A",2.88114095091813e-118,1.88282416044125,0.689,0.312,4.05923948574855e-114,"Upregulated in Activated Stressed NK"
"HSPH1",3.36523167570835e-116,2.70731173505763,0.509,0.149,4.7412749079055e-112,"Upregulated in Activated Stressed NK"
"HSPA8",1.03322886340388e-114,1.35831836859212,0.874,0.697,1.45571614564973e-110,"Upregulated in Activated Stressed NK"
"NR4A1",2.67377197628412e-109,2.47111253371008,0.488,0.138,3.7670773373867e-105,"Upregulated in Activated Stressed NK"
"CYBA",4.70148222514706e-109,-0.989888380953538,0.816,0.943,6.62391830700969e-105,"NS"
"CD69",2.574923002389e-108,1.79128349562991,0.84,0.595,3.62780901806587e-104,"Upregulated in Activated Stressed NK"
"COTL1",3.29984096210865e-105,2.28187619520197,0.454,0.111,4.64914593151487e-101,"Upregulated in Activated Stressed NK"
"ARL4C",4.159924395931e-101,-2.03944443049189,0.254,0.619,5.86091748142719e-97,"Upregulated in Mature Cytotoxic NK"
"HSPA6",1.41199682520486e-99,4.50846859813289,0.317,0.046,1.98936232703112e-95,"Upregulated in Activated Stressed NK"
"XCL1",6.4081857884281e-95,2.481070880551,0.432,0.115,9.02849295731635e-91,"Upregulated in Activated Stressed NK"
"RHOB",1.01152491117201e-93,2.41882276963135,0.407,0.1,1.42513744735025e-89,"Upregulated in Activated Stressed NK"
"GADD45B",2.73780610948775e-93,1.7713754817578,0.72,0.425,3.85729502765729e-89,"Upregulated in Activated Stressed NK"
"UBC",1.08091589401242e-91,1.00160000060974,0.933,0.823,1.5229024030741e-87,"Upregulated in Activated Stressed NK"
"CAPG",1.84114330772334e-88,2.74729173584795,0.302,0.044,2.59398680625142e-84,"Upregulated in Activated Stressed NK"
"PLAC8",1.17270619828198e-86,-1.90123948777865,0.23,0.584,1.65222576275949e-82,"Upregulated in Mature Cytotoxic NK"
"HSPB1",1.53584067764304e-84,2.7050239157414,0.471,0.167,2.16384593073128e-80,"Upregulated in Activated Stressed NK"
"EGR1",1.71950857420614e-83,2.83256701052332,0.353,0.082,2.42261563019903e-79,"Upregulated in Activated Stressed NK"
"HSPE1",2.2119896885279e-79,1.72309008174154,0.668,0.422,3.11647227216695e-75,"Upregulated in Activated Stressed NK"
"GZMK",8.79119520880076e-79,2.72331602125748,0.307,0.059,1.23859149296794e-74,"Upregulated in Activated Stressed NK"
"KLRC1",1.94088408928271e-73,1.41836387938949,0.566,0.25,2.73451159339042e-69,"Upregulated in Activated Stressed NK"
"EFHD2",1.73667497387528e-70,-1.77782123270037,0.245,0.547,2.44680137069289e-66,"Upregulated in Mature Cytotoxic NK"
"ID3",1.65529479830329e-68,3.50301879219985,0.227,0.031,2.3321448413295e-64,"Upregulated in Activated Stressed NK"
"NFKBIA",7.0306705043841e-68,1.43564323295937,0.746,0.545,9.90551167362675e-64,"Upregulated in Activated Stressed NK"
"RGS1",2.04618787330168e-65,2.06187779095282,0.492,0.229,2.88287409469474e-61,"Upregulated in Activated Stressed NK"
"UBB",2.11577764871115e-65,0.830129750512675,0.924,0.877,2.98091912926914e-61,"NS"
"CCL4",4.0734341630686e-65,-1.06497406672188,0.719,0.897,5.73906139234735e-61,"Upregulated in Mature Cytotoxic NK"
"ITGB2",4.41023301935912e-65,-1.24172391851131,0.398,0.673,6.21357730097506e-61,"Upregulated in Mature Cytotoxic NK"
"RGS16",3.59613339890114e-63,3.81509096259163,0.197,0.023,5.06659234571181e-59,"Upregulated in Activated Stressed NK"
"KLRF1",8.02268796420361e-63,-1.26909257268257,0.345,0.662,1.13031650727665e-58,"Upregulated in Mature Cytotoxic NK"
"DUSP4",1.11492879171679e-61,3.20646730456093,0.206,0.028,1.57082317464979e-57,"Upregulated in Activated Stressed NK"
"HSPD1",1.15810774166e-60,2.10790167779948,0.504,0.261,1.63165799722477e-56,"Upregulated in Activated Stressed NK"
"RGCC",1.67692153066238e-60,2.07930127340213,0.446,0.187,2.36261474455022e-56,"Upregulated in Activated Stressed NK"
"CITED2",4.93338763842956e-60,1.86058291291668,0.488,0.232,6.95064984378341e-56,"Upregulated in Activated Stressed NK"
"DYNLL1",5.47400866379667e-59,1.14998520816566,0.72,0.49,7.71233080642313e-55,"Upregulated in Activated Stressed NK"
"S100A4",1.13376633037137e-58,-0.812263412390335,0.786,0.904,1.59736338286022e-54,"NS"
"HLA-C",1.5400379624085e-58,-0.472127000798483,0.979,0.982,2.16975948523733e-54,"NS"
"DUSP2",2.69120284420414e-57,1.15535388728868,0.802,0.603,3.79163568719921e-53,"Upregulated in Activated Stressed NK"
"GADD45G",2.79853492991487e-57,3.26083125092294,0.199,0.029,3.94285586275707e-53,"Upregulated in Activated Stressed NK"
"CX3CR1",9.60054244978084e-57,-3.84561871372741,0.019,0.244,1.35262042574962e-52,"Upregulated in Mature Cytotoxic NK"
"BAG3",2.95852555535444e-55,3.80637724712894,0.168,0.018,4.16826665493888e-51,"Upregulated in Activated Stressed NK"
"S1PR5",3.35215314906927e-55,-2.34950023206458,0.069,0.323,4.72284857172369e-51,"Upregulated in Mature Cytotoxic NK"
"ATF3",8.75979946755488e-55,2.52053343532693,0.284,0.08,1.23416814698381e-50,"Upregulated in Activated Stressed NK"
"GZMM",5.95830593151185e-54,-1.22513354926343,0.325,0.598,8.39465722690705e-50,"Upregulated in Mature Cytotoxic NK"
"GNLY",9.44502285313071e-52,-0.441260406822422,0.883,0.973,1.33070926977759e-47,"NS"
"ZFAND2A",3.3788489573875e-51,2.3178589525128,0.311,0.103,4.76046029606325e-47,"Upregulated in Activated Stressed NK"
"CACYBP",3.45037433766724e-51,1.68659945170768,0.424,0.194,4.86123240433938e-47,"Upregulated in Activated Stressed NK"
"ITGA1",1.40454767386127e-50,2.72390921841129,0.161,0.018,1.97886721770314e-46,"Upregulated in Activated Stressed NK"
"CD74",1.81654527669272e-49,1.09261406573912,0.712,0.513,2.55933064033238e-45,"Upregulated in Activated Stressed NK"
"FTL",2.60525322037113e-49,0.776725269921582,0.957,0.78,3.67054126218089e-45,"NS"
"IER3",1.00497773919446e-48,2.2013583985465,0.297,0.097,1.41591313675107e-44,"Upregulated in Activated Stressed NK"
"RGS2",1.17586136330027e-48,1.51620240240919,0.536,0.301,1.65667107475375e-44,"Upregulated in Activated Stressed NK"
"TUBB4B",5.34473884424874e-48,1.35370763502969,0.55,0.323,7.53020255766205e-44,"Upregulated in Activated Stressed NK"
"ZEB2",6.69467839973747e-48,-1.56600345274879,0.203,0.456,9.43213239739012e-44,"Upregulated in Mature Cytotoxic NK"
"ID2",1.19664208721812e-47,1.14237676562546,0.849,0.749,1.68594903668161e-43,"Upregulated in Activated Stressed NK"
"B2M",1.5157691298546e-47,-0.352538019215869,1,1,2.13556712705214e-43,"NS"
"PRSS23",2.84385281588111e-47,-2.97327228826941,0.03,0.234,4.00670423229489e-43,"Upregulated in Mature Cytotoxic NK"
"XCL2",4.34068366842354e-47,1.11994880325987,0.553,0.294,6.11558922044193e-43,"Upregulated in Activated Stressed NK"
"LMNA",1.52364786559275e-45,2.02903053902013,0.356,0.15,2.14666747783362e-41,"Upregulated in Activated Stressed NK"
"DNAJA4",2.93903696349554e-45,3.46399406138748,0.151,0.02,4.14080917786886e-41,"Upregulated in Activated Stressed NK"
"ITM2C",3.24073742353765e-45,3.07541679000605,0.138,0.014,4.5658749560222e-41,"Upregulated in Activated Stressed NK"
"NEU1",6.17489619930012e-45,1.76048958211032,0.318,0.116,8.69981125519394e-41,"Upregulated in Activated Stressed NK"
"ADGRG1",1.11456443212815e-44,-1.8185393608472,0.114,0.349,1.57030982842536e-40,"Upregulated in Mature Cytotoxic NK"
"CSF1",1.34248931458817e-44,4.41443191477084,0.12,0.008,1.89143319532327e-40,"Upregulated in Activated Stressed NK"
"ABHD17A",1.44750299620475e-44,-1.44416604821803,0.222,0.457,2.03938697135288e-40,"Upregulated in Mature Cytotoxic NK"
"PLEK",1.50420817578682e-44,-1.52214789835473,0.155,0.404,2.11927889886605e-40,"Upregulated in Mature Cytotoxic NK"
"ZC3H12A",1.77049844379633e-44,1.70578220418494,0.324,0.121,2.49445525746465e-40,"Upregulated in Activated Stressed NK"
"SRGAP3",2.38959023146547e-44,3.66112924522133,0.127,0.011,3.36669367711171e-40,"Upregulated in Activated Stressed NK"
"ANKRD37",1.04030033030645e-43,1.96134895717643,0.287,0.099,1.46567913536876e-39,"Upregulated in Activated Stressed NK"
"SOCS3",1.06585546949485e-43,2.04302954915492,0.215,0.052,1.50168377097129e-39,"Upregulated in Activated Stressed NK"
"IFNG",2.41393721282534e-43,1.5518380154963,0.507,0.279,3.40099613914963e-39,"Upregulated in Activated Stressed NK"
"EMP3",4.02487647009786e-43,-1.04183132551226,0.43,0.658,5.67064845872087e-39,"Upregulated in Mature Cytotoxic NK"
"CD83",1.00084634734644e-42,2.48754241699428,0.222,0.059,1.4100924187764e-38,"Upregulated in Activated Stressed NK"
"IER2",4.23234129293344e-42,1.01794861731624,0.796,0.681,5.96294564761392e-38,"Upregulated in Activated Stressed NK"
"NFKBIZ",1.16780622408579e-41,1.65509876275954,0.311,0.118,1.64532218911447e-37,"Upregulated in Activated Stressed NK"
"DNAJB4",1.59554064757453e-41,2.8400222123076,0.187,0.042,2.24795721836776e-37,"Upregulated in Activated Stressed NK"
"IGFBP7",5.14211250386018e-41,-3.23511724348373,0.015,0.186,7.2447223066886e-37,"Upregulated in Mature Cytotoxic NK"
"CD44",5.80304743642335e-41,1.11053641541794,0.533,0.309,8.17591353317686e-37,"Upregulated in Activated Stressed NK"
"ARPC2",6.95458401563817e-41,-0.637390665622811,0.742,0.839,9.79831341963262e-37,"NS"
"KIR2DL4",1.96275084194198e-40,2.00568325043004,0.228,0.064,2.76531966121206e-36,"Upregulated in Activated Stressed NK"
"GEM",4.35165880667479e-40,4.95509335511955,0.1,0.005,6.13105209272411e-36,"Upregulated in Activated Stressed NK"
"HERPUD1",5.06945274355859e-40,1.25994810881002,0.539,0.333,7.1423519703997e-36,"Upregulated in Activated Stressed NK"
"AREG",9.33634133235634e-40,1.20303914549505,0.491,0.258,1.31539713031569e-35,"Upregulated in Activated Stressed NK"
"SAT1",1.37338478415834e-39,1.06398331498135,0.695,0.538,1.93496182240068e-35,"Upregulated in Activated Stressed NK"
"INTS6",1.73770498393395e-39,1.56992978179281,0.464,0.262,2.44825255186454e-35,"Upregulated in Activated Stressed NK"
"ZNF683",3.08158451916011e-39,1.95385423897029,0.208,0.055,4.34164442904468e-35,"Upregulated in Activated Stressed NK"
"MYL12A",2.66950780172244e-38,-0.60887058778563,0.807,0.885,3.76106954184674e-34,"NS"
"PLP2",2.7370752154065e-38,1.46516668016842,0.322,0.13,3.85626527098622e-34,"Upregulated in Activated Stressed NK"
"SERPINH1",3.52141500326107e-38,3.28787204568617,0.132,0.019,4.96132159809452e-34,"Upregulated in Activated Stressed NK"
"ZNF331",4.07759181595093e-38,1.33898261362681,0.458,0.251,5.74491910949327e-34,"Upregulated in Activated Stressed NK"
"CALM1",5.87067289573068e-38,-0.586833905556773,0.777,0.854,8.27119104279495e-34,"NS"
"FLNA",7.17219441417408e-38,-1.41554830110795,0.219,0.436,1.01049047101299e-33,"Upregulated in Mature Cytotoxic NK"
"UBE2S",1.67933535391983e-37,1.40055661295304,0.446,0.249,2.36601558013765e-33,"Upregulated in Activated Stressed NK"
"CKS2",1.88392376988036e-37,1.61621094466526,0.347,0.16,2.65426019938444e-33,"Upregulated in Activated Stressed NK"
"EIF4A3",6.76434620910343e-37,1.52094752776698,0.392,0.2,9.53028737400582e-33,"Upregulated in Activated Stressed NK"
"CD247",1.10162529766208e-36,-0.74108531362154,0.575,0.73,1.55207988187611e-32,"NS"
"KRT86",1.12159183371166e-35,2.19792363166312,0.192,0.052,1.58021073451636e-31,"Upregulated in Activated Stressed NK"
"TNFRSF18",1.99381349586405e-35,1.47312272887295,0.36,0.171,2.80908383432287e-31,"Upregulated in Activated Stressed NK"
"HLA-E",3.29873901728415e-35,-0.494401727229305,0.877,0.901,4.64759340145164e-31,"NS"
"PLK2",2.00912258147504e-34,3.22188284321975,0.129,0.021,2.83065280504018e-30,"Upregulated in Activated Stressed NK"
"MYADM",2.01648918462953e-34,1.38788197038929,0.367,0.181,2.84103161222455e-30,"Upregulated in Activated Stressed NK"
"CEP78",2.70341461292842e-34,-2.04065177876955,0.07,0.249,3.80884084815485e-30,"Upregulated in Mature Cytotoxic NK"
"TUBA1A",3.5473570853586e-34,1.22166053599458,0.486,0.292,4.99787139756174e-30,"Upregulated in Activated Stressed NK"
"AKR1C3",3.71153295564727e-34,-3.28478365474822,0.02,0.169,5.22917878121144e-30,"Upregulated in Mature Cytotoxic NK"
"STK17A",6.45168302372953e-34,0.927781003838233,0.579,0.386,9.08977621213253e-30,"NS"
"S100A6",7.45537890936636e-34,-0.600869980225964,0.753,0.852,1.05038833454063e-29,"NS"
"SPRY1",1.9954895335239e-33,3.12450756691543,0.1,0.01,2.81144520378182e-29,"Upregulated in Activated Stressed NK"
"DSTN",4.45276662957328e-33,-1.26096156003528,0.222,0.431,6.2735029044058e-29,"Upregulated in Mature Cytotoxic NK"
"HSPA2",1.44485895050785e-32,2.21623150269483,0.151,0.034,2.0356617753705e-28,"Upregulated in Activated Stressed NK"
"SERTAD1",1.4604161837798e-32,1.29783517966386,0.436,0.255,2.05758036132736e-28,"Upregulated in Activated Stressed NK"
"METRNL",1.60727635584207e-32,-1.87876941724293,0.146,0.333,2.26449165774589e-28,"Upregulated in Mature Cytotoxic NK"
"SPN",1.78573807999269e-31,-1.46675980095465,0.165,0.356,2.51592638090171e-27,"Upregulated in Mature Cytotoxic NK"
"FABP5",2.67610460810696e-31,1.9921490890593,0.217,0.075,3.77036378236189e-27,"Upregulated in Activated Stressed NK"
"ASCL2",4.28362246370913e-31,-3.40164435664999,0.023,0.162,6.0351956891198e-27,"Upregulated in Mature Cytotoxic NK"
"CDKN1A",1.5466318961287e-30,1.93456094859713,0.204,0.068,2.17904967845573e-26,"Upregulated in Activated Stressed NK"
"LDLRAD4",3.26333163327377e-30,2.34379866705834,0.16,0.042,4.59770793811942e-26,"Upregulated in Activated Stressed NK"
"GTF3C1",5.72641271162482e-30,-2.32506433773787,0.044,0.193,8.06794286940821e-26,"Upregulated in Mature Cytotoxic NK"
"CD82",4.54842588459578e-29,3.09504935044383,0.103,0.015,6.408277228807e-25,"Upregulated in Activated Stressed NK"
"HEXIM1",3.63375450627165e-28,1.35826326633171,0.332,0.168,5.11959672388613e-24,"Upregulated in Activated Stressed NK"
"DEDD2",6.11272683835491e-28,1.30924412246764,0.267,0.113,8.61222084255823e-24,"Upregulated in Activated Stressed NK"
"PTMA",6.20901891989306e-28,0.327664757609607,0.988,0.975,8.74788675623733e-24,"NS"
"TMEM14C",6.60407949312461e-28,1.84084786482106,0.127,0.027,9.30448759786327e-24,"Upregulated in Activated Stressed NK"
"UCP2",1.28878086591829e-27,-1.23241312519737,0.232,0.414,1.81576336199228e-23,"Upregulated in Mature Cytotoxic NK"
"ZFP36",1.55514773140071e-27,0.901314518590609,0.701,0.588,2.19104763877046e-23,"NS"
"IFRD1",1.62494372478073e-27,1.25397647537666,0.341,0.174,2.28938321384357e-23,"Upregulated in Activated Stressed NK"
"TTC38",4.09815127425257e-27,-1.5389495686971,0.085,0.244,5.77388533029445e-23,"Upregulated in Mature Cytotoxic NK"
"BRD2",9.23258508484903e-27,0.957415818657122,0.527,0.365,1.30077891260438e-22,"NS"
"SAP18",9.63562168642228e-27,1.13257633712241,0.645,0.529,1.35756273940004e-22,"Upregulated in Activated Stressed NK"
"FCRL6",1.37645344823829e-26,-1.62746992456882,0.096,0.257,1.93928526322292e-22,"Upregulated in Mature Cytotoxic NK"
"GAPDH",1.6874273307899e-26,0.581932833121334,0.894,0.833,2.37741636634989e-22,"NS"
"MYO1F",2.5772725452877e-26,-1.16424501201384,0.216,0.399,3.63111928905584e-22,"Upregulated in Mature Cytotoxic NK"
"TUBA1B",2.89676978186698e-26,0.896202237651121,0.581,0.428,4.08125894567238e-22,"NS"
"TMIGD2",6.29587722867839e-26,1.69148609572084,0.197,0.071,8.87026142748499e-22,"Upregulated in Activated Stressed NK"
"PTGDS",8.44850303900896e-26,-5.15238186508335,0.018,0.133,1.19030959316597e-21,"Upregulated in Mature Cytotoxic NK"
"RASD1",9.25582087385316e-26,2.68087459246642,0.104,0.019,1.30405260291717e-21,"Upregulated in Activated Stressed NK"
"PYHIN1",1.61521493078618e-25,-1.07465970792501,0.236,0.414,2.27567631598465e-21,"Upregulated in Mature Cytotoxic NK"
"SORL1",2.26031601000106e-25,-1.55419622210047,0.081,0.233,3.18455922649049e-21,"Upregulated in Mature Cytotoxic NK"
"HLA-DRA",2.64979303928896e-25,1.00020244374517,0.333,0.167,3.73329341305421e-21,"Upregulated in Activated Stressed NK"
"PXN",4.61899234278003e-25,-2.0640032122163,0.034,0.162,6.50769831174279e-21,"Upregulated in Mature Cytotoxic NK"
"CCND3",4.81810841951734e-25,-0.886083709200814,0.302,0.484,6.78823295225798e-21,"NS"
"RAP1B",5.42630208092721e-25,-0.895867957311248,0.383,0.547,7.64511700181835e-21,"NS"
"LITAF",6.34723247856117e-25,-0.593635672493879,0.475,0.66,8.94261583904484e-21,"NS"
"AHSA1",7.05547925054692e-25,1.27746758391554,0.284,0.136,9.94046471609556e-21,"Upregulated in Activated Stressed NK"
"LAIR2",8.56256387057408e-25,-2.61632152738585,0.026,0.146,1.20637962372518e-20,"Upregulated in Mature Cytotoxic NK"
"FKBP4",8.75291195973121e-25,1.61531563310693,0.185,0.066,1.23319776600653e-20,"Upregulated in Activated Stressed NK"
"VIM",1.10550937489151e-24,0.588554088467572,0.728,0.594,1.55755215828465e-20,"NS"
"ID1",2.38949927732437e-24,2.33582902552133,0.14,0.04,3.36656553182231e-20,"Upregulated in Activated Stressed NK"
"ADD3",2.50513235627714e-24,-1.56665062263023,0.111,0.265,3.52948097675886e-20,"Upregulated in Mature Cytotoxic NK"
"CLK1",5.38223817673514e-24,0.974041262165554,0.465,0.301,7.58303536720214e-20,"NS"
"SGK1",5.69991633450497e-24,2.35221563748686,0.111,0.025,8.03061212368405e-20,"Upregulated in Activated Stressed NK"
"CTSA",9.66042610047843e-24,1.46992987361124,0.227,0.098,1.36105743329641e-19,"Upregulated in Activated Stressed NK"
"NXF1",1.0752161865825e-23,1.48057209607187,0.217,0.09,1.51487208527609e-19,"Upregulated in Activated Stressed NK"
"CKLF",1.1280666416539e-23,0.892384044836502,0.453,0.289,1.58933309142618e-19,"NS"
"MBP",1.6418831749397e-23,-1.01955913262247,0.269,0.439,2.31324920517255e-19,"Upregulated in Mature Cytotoxic NK"
"HLA-F",1.8636382708899e-23,-0.888158749853361,0.301,0.466,2.62567995985678e-19,"NS"
"SNHG8",2.41429247545893e-23,0.959299664819584,0.415,0.254,3.40149666867408e-19,"NS"
"PTPN12",2.47697587992315e-23,-1.41709857764517,0.09,0.236,3.48981131722373e-19,"Upregulated in Mature Cytotoxic NK"
"CSRNP1",2.48708497216337e-23,1.23901513420425,0.31,0.164,3.50405401728097e-19,"Upregulated in Activated Stressed NK"
"SPRY2",4.23138474277891e-23,2.10255052585056,0.108,0.024,5.9615979641012e-19,"Upregulated in Activated Stressed NK"
"GNG2",5.42209721298698e-23,-1.05943807960363,0.239,0.404,7.63919276337736e-19,"Upregulated in Mature Cytotoxic NK"
"SOCS1",6.1970787210077e-23,1.00299263818019,0.411,0.256,8.73106421002775e-19,"Upregulated in Activated Stressed NK"
"TRA2B",7.11338608996816e-23,0.931206529494879,0.482,0.327,1.00220496621561e-18,"NS"
"CARD19",9.42744686138238e-23,1.24120186746493,0.225,0.096,1.32823298830016e-18,"Upregulated in Activated Stressed NK"
"PMAIP1",1.58620458521196e-22,1.13147351786199,0.361,0.207,2.23480364010513e-18,"Upregulated in Activated Stressed NK"
"NCF1",2.2056845276643e-22,2.02094534692209,0.118,0.03,3.10758893102623e-18,"Upregulated in Activated Stressed NK"
"BTG2",2.2339399866621e-22,0.967014417046448,0.535,0.393,3.14739804720823e-18,"NS"
"CAST",3.76314974265452e-22,-1.09931195251096,0.217,0.378,5.30190167242595e-18,"Upregulated in Mature Cytotoxic NK"
"PHLDA1",8.14411836491671e-22,1.52021585480568,0.248,0.119,1.14742483643311e-17,"Upregulated in Activated Stressed NK"
"CD7",2.71326064960814e-21,0.658941140376899,0.764,0.685,3.82271292923291e-17,"NS"
"IL7R",3.36323540425009e-21,1.71790451026002,0.129,0.038,4.73846236104795e-17,"Upregulated in Activated Stressed NK"
"DBI",3.73240397952728e-21,-0.745179440024689,0.391,0.546,5.25858396675598e-17,"NS"
"KLF3",4.23588709798232e-21,-1.58931573514667,0.067,0.196,5.96794133234729e-17,"Upregulated in Mature Cytotoxic NK"
"ZNF296",4.37105212178295e-21,2.21124377075277,0.106,0.026,6.15837533438e-17,"Upregulated in Activated Stressed NK"
"TUBB2A",5.12093229362842e-21,1.636681181237,0.15,0.051,7.21488150849309e-17,"Upregulated in Activated Stressed NK"
"MYBL1",7.03654929939328e-21,-1.62597056436322,0.07,0.199,9.9137943079152e-17,"Upregulated in Mature Cytotoxic NK"
"ENC1",8.06891679096598e-21,-3.08611242207525,0.018,0.115,1.1368296866792e-16,"Upregulated in Mature Cytotoxic NK"
"ICAM1",9.24110246321002e-21,1.77768875318439,0.135,0.043,1.30197892604166e-16,"Upregulated in Activated Stressed NK"
"PRDM1",1.31300586257413e-20,-1.1711934098266,0.154,0.306,1.84989395978069e-16,"Upregulated in Mature Cytotoxic NK"
"GNPTAB",1.47450580970734e-20,-1.18341984468924,0.156,0.304,2.07743123529667e-16,"Upregulated in Mature Cytotoxic NK"
"APMAP",1.60262838886195e-20,-0.917785999762217,0.243,0.408,2.2579431370676e-16,"NS"
"CCL4L2",2.04574435234441e-20,-1.41806811390804,0.263,0.417,2.88224921801804e-16,"Upregulated in Mature Cytotoxic NK"
"PABPC1",5.91543284552418e-20,0.554498078952371,0.697,0.591,8.33425333605902e-16,"NS"
"RNASEK",6.8908465937893e-20,-1.37678703543512,0.115,0.253,9.70851376598974e-16,"Upregulated in Mature Cytotoxic NK"
"FGL2",8.83341755289587e-20,-2.07525632714193,0.031,0.135,1.2445401990275e-15,"Upregulated in Mature Cytotoxic NK"
"NDUFB7",9.70725331026327e-20,-0.91400959890589,0.268,0.425,1.36765491888299e-15,"NS"
"ABI3",1.06481233275301e-19,-1.01768483935413,0.17,0.32,1.50021409561572e-15,"Upregulated in Mature Cytotoxic NK"
"YPEL3",1.09877566254092e-19,-1.20756917925897,0.158,0.302,1.5480650309539e-15,"Upregulated in Mature Cytotoxic NK"
"CXCR3",2.393807314937e-19,1.50379082766326,0.143,0.05,3.37263512601474e-15,"Upregulated in Activated Stressed NK"
"AHNAK",3.01099378614584e-19,-1.0735124709829,0.167,0.317,4.24218914530087e-15,"Upregulated in Mature Cytotoxic NK"
"RBPJ",3.13945953810728e-19,1.25069817623817,0.245,0.121,4.42318454323934e-15,"Upregulated in Activated Stressed NK"
"HLA-DRB1",3.18001045185396e-19,0.687495634153801,0.477,0.326,4.48031672561704e-15,"NS"
"ACP5",3.32839420083295e-19,1.68187358475599,0.127,0.04,4.68937458955355e-15,"Upregulated in Activated Stressed NK"
"PDE4B",3.74153937280077e-19,1.47361968680855,0.173,0.07,5.27145482233901e-15,"Upregulated in Activated Stressed NK"
"PTPRC",3.80779176479682e-19,-0.511400492067179,0.655,0.734,5.36479781742223e-15,"NS"
"SRSF3",3.85614722196513e-19,0.649747699336921,0.66,0.537,5.43292582102668e-15,"NS"
"CHST2",4.48537683893104e-19,-2.16195083645281,0.038,0.141,6.31944742836995e-15,"Upregulated in Mature Cytotoxic NK"
"GZMA",4.68693720760523e-19,0.026116997873312,0.737,0.883,6.60342583179501e-15,"NS"
"CXCR4",4.91211774933457e-19,0.638419183110874,0.802,0.677,6.92068269703747e-15,"NS"
"YWHAB",4.98383882107809e-19,-0.695052340495238,0.387,0.538,7.02173051501692e-15,"NS"
"KLF6",5.01650039862845e-19,0.659047409164445,0.69,0.568,7.06774741162762e-15,"NS"
"ATM",6.80031650840212e-19,-1.03220797554117,0.176,0.321,9.58096592868774e-15,"Upregulated in Mature Cytotoxic NK"
"SH3BGRL3",1.15876597896255e-18,-0.358526133538637,0.882,0.928,1.63258538776034e-14,"NS"
"PFN1",1.19272356342117e-18,-0.434271162150262,0.898,0.935,1.68042822850408e-14,"NS"
"KLRD1",1.28825673777844e-18,-0.36992451979414,0.777,0.858,1.81502491785605e-14,"NS"
"NDUFB2",1.92374715007759e-18,-0.714296606274321,0.383,0.527,2.71036735974431e-14,"NS"
"AKNA",2.35985294202483e-18,-0.940742312381718,0.24,0.384,3.32479681001878e-14,"NS"
"TNFRSF1B",2.56506270297122e-18,-0.926471101357698,0.187,0.334,3.61391684221616e-14,"NS"
"TYMP",2.60352083344906e-18,1.2559332163462,0.218,0.103,3.66810050224639e-14,"Upregulated in Activated Stressed NK"
"EIF4A2",4.09281966306825e-18,0.605805695930574,0.663,0.545,5.76637362329686e-14,"NS"
"MTSS1",4.17594583829608e-18,-2.25886485461172,0.027,0.121,5.88349009157535e-14,"Upregulated in Mature Cytotoxic NK"
